partyID,party,party,position,statementID,statement_title,statement
4,FDP,Freie Demokratische Partei,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
5,DIE LINKE,DIE LINKE,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
7,FREIE WÄHLER,FREIE WÄHLER,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
8,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
10,NPD,Nationaldemokratische Partei Deutschlands,agree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
11,PIRATEN,Piratenpartei Deutschland,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
12,ÖDP,Ökologisch-Demokratische Partei,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
13,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
14,DiB,DEMOKRATIE IN BEWEGUNG,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
15,BP,Bayernpartei,agree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
16,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz",neutral,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
17,MLPD,Marxistisch-Leninistische Partei Deutschlands,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
18,Gesundheitsforschung,Partei für Gesundheitsforschung,neutral,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
19,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,agree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
20,DKP,Deutsche Kommunistische Partei,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
21,Die Grauen,Die Grauen – Für alle Generationen,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
22,BüSo,Bürgerrechtsbewegung Solidarität,agree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
23,Die Humanisten,Partei der Humanisten,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
24,du.,Die Urbane. Eine HipHop Partei,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
25,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
26,dieBasis,Basisdemokratische Partei Deutschland,agree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
27,Bündnis C,Bündnis C - Christen für Deutschland,agree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
28,BÜRGERBEWEGUNG,Bürgerbewegung für Fortschritt und Wandel,neutral,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
29,III. Weg,DER DRITTE WEG,agree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
30,BÜNDNIS21,diePinken/BÜNDNIS21,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
31,LIEBE,Europäische Partei LIEBE,agree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
32,LKR,Liberal-Konservative Reformer,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
33,PdF,Partei des Fortschritts,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
34,LfK,">> Partei für Kinder, Jugendliche und Familien ",disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
35,SSW,Südschleswigscher Wählerverband,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
36,Team Todenhöfer,Team Todenhöfer – Die Gerechtigkeitspartei,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
37,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie,agree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
38,Volt,Volt Deutschland,disagree,11,Traditionelle Familie,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden."
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
2,SPD,Sozialdemokratische Partei Deutschlands,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
3,AfD,Alternative für Deutschland,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
4,FDP,Freie Demokratische Partei,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
5,DIE LINKE,DIE LINKE,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
7,FREIE WÄHLER,FREIE WÄHLER,neutral,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
8,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
10,NPD,Nationaldemokratische Partei Deutschlands,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
11,PIRATEN,Piratenpartei Deutschland,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
12,ÖDP,Ökologisch-Demokratische Partei,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
13,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
14,DiB,DEMOKRATIE IN BEWEGUNG,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
15,BP,Bayernpartei,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
16,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz",disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
17,MLPD,Marxistisch-Leninistische Partei Deutschlands,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
18,Gesundheitsforschung,Partei für Gesundheitsforschung,neutral,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
19,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
20,DKP,Deutsche Kommunistische Partei,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
21,Die Grauen,Die Grauen – Für alle Generationen,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
22,BüSo,Bürgerrechtsbewegung Solidarität,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
23,Die Humanisten,Partei der Humanisten,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
24,du.,Die Urbane. Eine HipHop Partei,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
25,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
26,dieBasis,Basisdemokratische Partei Deutschland,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
27,Bündnis C,Bündnis C - Christen für Deutschland,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
28,BÜRGERBEWEGUNG,Bürgerbewegung für Fortschritt und Wandel,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
29,III. Weg,DER DRITTE WEG,neutral,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
30,BÜNDNIS21,diePinken/BÜNDNIS21,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
31,LIEBE,Europäische Partei LIEBE,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
32,LKR,Liberal-Konservative Reformer,disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
33,PdF,Partei des Fortschritts,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
34,LfK,">> Partei für Kinder, Jugendliche und Familien ",disagree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
35,SSW,Südschleswigscher Wählerverband,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
36,Team Todenhöfer,Team Todenhöfer – Die Gerechtigkeitspartei,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
37,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie,neutral,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
38,Volt,Volt Deutschland,agree,12,Parteispenden,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
2,SPD,Sozialdemokratische Partei Deutschlands,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
3,AfD,Alternative für Deutschland,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
4,FDP,Freie Demokratische Partei,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
5,DIE LINKE,DIE LINKE,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
7,FREIE WÄHLER,FREIE WÄHLER,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
8,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
10,NPD,Nationaldemokratische Partei Deutschlands,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
11,PIRATEN,Piratenpartei Deutschland,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
12,ÖDP,Ökologisch-Demokratische Partei,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
13,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
14,DiB,DEMOKRATIE IN BEWEGUNG,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
15,BP,Bayernpartei,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
16,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz",agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
17,MLPD,Marxistisch-Leninistische Partei Deutschlands,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
18,Gesundheitsforschung,Partei für Gesundheitsforschung,neutral,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
19,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
20,DKP,Deutsche Kommunistische Partei,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
21,Die Grauen,Die Grauen – Für alle Generationen,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
22,BüSo,Bürgerrechtsbewegung Solidarität,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
23,Die Humanisten,Partei der Humanisten,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
24,du.,Die Urbane. Eine HipHop Partei,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
25,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
26,dieBasis,Basisdemokratische Partei Deutschland,neutral,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
27,Bündnis C,Bündnis C - Christen für Deutschland,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
28,BÜRGERBEWEGUNG,Bürgerbewegung für Fortschritt und Wandel,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
29,III. Weg,DER DRITTE WEG,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
30,BÜNDNIS21,diePinken/BÜNDNIS21,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
31,LIEBE,Europäische Partei LIEBE,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
32,LKR,Liberal-Konservative Reformer,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
33,PdF,Partei des Fortschritts,disagree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
34,LfK,">> Partei für Kinder, Jugendliche und Familien ",agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
35,SSW,Südschleswigscher Wählerverband,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
36,Team Todenhöfer,Team Todenhöfer – Die Gerechtigkeitspartei,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
37,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie,neutral,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
38,Volt,Volt Deutschland,agree,13,Elternunabhängiges BAföG,Studentinnen und Studenten sollen BAföG unabhängig vom Einkommen ihrer Eltern erhalten.
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
2,SPD,Sozialdemokratische Partei Deutschlands,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
3,AfD,Alternative für Deutschland,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
4,FDP,Freie Demokratische Partei,neutral,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
5,DIE LINKE,DIE LINKE,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
7,FREIE WÄHLER,FREIE WÄHLER,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
8,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
10,NPD,Nationaldemokratische Partei Deutschlands,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
11,PIRATEN,Piratenpartei Deutschland,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
12,ÖDP,Ökologisch-Demokratische Partei,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
13,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
14,DiB,DEMOKRATIE IN BEWEGUNG,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
15,BP,Bayernpartei,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
16,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz",agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
17,MLPD,Marxistisch-Leninistische Partei Deutschlands,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
18,Gesundheitsforschung,Partei für Gesundheitsforschung,neutral,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
19,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
20,DKP,Deutsche Kommunistische Partei,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
21,Die Grauen,Die Grauen – Für alle Generationen,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
22,BüSo,Bürgerrechtsbewegung Solidarität,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
23,Die Humanisten,Partei der Humanisten,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
24,du.,Die Urbane. Eine HipHop Partei,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
25,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
26,dieBasis,Basisdemokratische Partei Deutschland,neutral,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
27,Bündnis C,Bündnis C - Christen für Deutschland,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
28,BÜRGERBEWEGUNG,Bürgerbewegung für Fortschritt und Wandel,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
29,III. Weg,DER DRITTE WEG,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
30,BÜNDNIS21,diePinken/BÜNDNIS21,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
31,LIEBE,Europäische Partei LIEBE,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
32,LKR,Liberal-Konservative Reformer,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
33,PdF,Partei des Fortschritts,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
34,LfK,">> Partei für Kinder, Jugendliche und Familien ",neutral,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
35,SSW,Südschleswigscher Wählerverband,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
36,Team Todenhöfer,Team Todenhöfer – Die Gerechtigkeitspartei,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
37,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie,disagree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
38,Volt,Volt Deutschland,agree,14,Doppelte Staatsbürgerschaft,"In Deutschland soll es generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben."
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,neutral,15,Sprachliche Berücksichtigung von Geschlechtsidentitäten,Bundesbehörden sollen in ihren Veröffentlichungen unterschiedliche Geschlechtsidentitäten sprachlich berücksichtigen.
2,SPD,Sozialdemokratische Partei Deutschlands,agree,15,Sprachliche Berücksichtigung von Geschlechtsidentitäten,Bundesbehörden sollen in ihren Veröffentlichungen unterschiedliche Geschlechtsidentitäten sprachlich berücksichtigen.
3,AfD,Alternative für Deutschland,disagree,15,Sprachliche Berücksichtigung von Geschlechtsidentitäten,Bundesbehörden sollen in ihren Veröffentlichungen unterschiedliche Geschlechtsidentitäten sprachlich berücksichtigen.
4,FDP,Freie Demokratische Partei,neutral,15,Sprachliche Berücksichtigung von Geschlechtsidentitäten,Bundesbehörden sollen in ihren Veröffentlichungen unterschiedliche Geschlechtsidentitäten sprachlich berücksichtigen.
5,DIE LINKE,DIE LINKE,agree,15,Sprachliche Berücksichtigung von Geschlechtsidentitäten,Bundesbehörden sollen in ihren Veröffentlichungen unterschiedliche Geschlechtsidentitäten sprachlich berücksichtigen.
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,agree,15,Sprachliche Berücksichtigung von Geschlechtsidentitäten,Bundesbehörden sollen in ihren Veröffentlichungen unterschiedliche Geschlechtsidentitäten sprachlich berücksichtigen.
